,StatZone,Street,HouseNum,Year,Month,Day,CrimeType,CrimeLocType
21960,634,דמה,דמה,2012.0,12.0,26.0,עבירות סדר ציבורי,חנויות ובתי-מסחר 
21961,634,דמה,דמה,2012.0,12.0,26.0,עבירות נגד גוף,חנויות ובתי-מסחר 
21962,634,דמה,דמה,2012.0,12.0,19.0,עבירות סדר ציבורי,חנויות ובתי-מסחר 
21967,634,דמה,דמה,2012.0,12.0,14.0,עבירות סדר ציבורי,חנויות אחרות     
21971,634,דמה,דמה,2012.0,11.0,28.0,עבירות כלפי הרכוש,חנויות אחרות     
21974,634,דמה,דמה,2012.0,11.0,7.0,עבירות כלפי הרכוש,חנויות אחרות     
21978,634,דמה,דמה,2012.0,11.0,8.0,עבירות כלפי הרכוש,חנויות אחרות     
21979,634,דמה,דמה,2012.0,11.0,6.0,עבירות מרמה,חנויות אחרות     
21994,634,דמה,דמה,2012.0,9.0,26.0,עבירות כלפי הרכוש,חנויות אחרות     
21998,634,דמה,דמה,2012.0,9.0,19.0,עבירות כלפי הרכוש,חנויות אחרות     
21999,634,דמה,דמה,2012.0,9.0,9.0,עבירות כלפי הרכוש,חנויות אחרות     
22000,634,דמה,דמה,2012.0,9.0,9.0,עבירות כלפי הרכוש,חנויות אחרות     
22004,634,דמה,דמה,2012.0,8.0,29.0,עבירות כלפי הרכוש,חנויות אחרות     
22010,634,דמה,דמה,2012.0,8.0,9.0,עבירות כלפי הרכוש,חנויות אחרות     
22017,634,דמה,דמה,2012.0,7.0,2.0,עבירות כלפי הרכוש,חנויות אחרות     
22112,634,דמה,דמה,2012.0,11.0,27.0,עבירות כלפי הרכוש,חנויות אחרות     
22115,634,דמה,דמה,2012.0,12.0,30.0,עבירות כלפי המוסר,חנויות אחרות     
22116,634,דמה,דמה,2012.0,12.0,18.0,עבירות כלפי הרכוש,חנויות אחרות     
22117,634,דמה,דמה,2012.0,12.0,18.0,עבירות מרמה,חנויות אחרות     
22120,634,דמה,דמה,2012.0,12.0,6.0,עבירות נגד גוף,חנויות אחרות     
22130,634,דמה,דמה,2012.0,10.0,26.0,עבירות כלפי הרכוש,חנויות אחרות     
22131,634,דמה,דמה,2012.0,10.0,28.0,עבירות כלפי הרכוש,חנויות אחרות     
22135,634,דמה,דמה,2012.0,10.0,12.0,עבירות כלפי הרכוש,חנויות אחרות     
22137,634,דמה,דמה,2012.0,10.0,11.0,עבירות כלפי הרכוש,חנויות אחרות     
22143,634,דמה,דמה,2012.0,9.0,29.0,עבירות כלפי הרכוש,חנויות אחרות     
22152,634,דמה,דמה,2012.0,9.0,3.0,עבירות כלפי הרכוש,חנויות אחרות     
22157,634,דמה,דמה,2012.0,8.0,12.0,עבירות כלפי הרכוש,חנויות אחרות     
22161,634,דמה,דמה,2012.0,7.0,17.0,עבירות כלפי הרכוש,חנויות אחרות     
22222,634,דמה,דמה,2012.0,12.0,27.0,עבירות כלפי הרכוש,חנויות אחרות     
22223,634,דמה,דמה,2012.0,12.0,13.0,עבירות נגד גוף,חנויות אחרות     
22224,634,דמה,דמה,2012.0,12.0,14.0,עבירות נגד גוף,חנויות אחרות     
22231,634,דמה,דמה,2012.0,11.0,5.0,עבירות כלפי הרכוש,חנויות אחרות     
22238,634,דמה,דמה,2012.0,9.0,29.0,עבירות כלפי הרכוש,חנויות אחרות     
22242,634,דמה,דמה,2012.0,9.0,19.0,עבירות סדר ציבורי,חנויות אחרות     
22245,634,דמה,דמה,2012.0,9.0,7.0,עבירות סדר ציבורי,חנויות אחרות     
22246,634,דמה,דמה,2012.0,9.0,8.0,עבירות כלפי הרכוש,חנויות אחרות     
22248,634,דמה,דמה,2012.0,9.0,2.0,עבירות כלפי הרכוש,חנויות אחרות     
22257,634,דמה,דמה,2012.0,7.0,23.0,עבירות כלפי הרכוש,חנויות אחרות     
22263,634,דמה,דמה,2012.0,7.0,2.0,עבירות כלפי הרכוש,חנויות אחרות     
22264,634,דמה,דמה,2012.0,7.0,1.0,עבירות כלפי הרכוש,חנויות אחרות     
22325,634,דמה,דמה,2012.0,9.0,29.0,עבירות כלפי הרכוש,חנויות אחרות     
22333,634,דמה,דמה,2012.0,12.0,31.0,עבירות סדר ציבורי,חנויות אחרות     
22345,634,דמה,דמה,2012.0,11.0,7.0,עבירות סדר ציבורי,חנויות אחרות     
22353,634,דמה,דמה,2012.0,10.0,24.0,עבירות סדר ציבורי,חנויות אחרות     
22354,634,דמה,דמה,2012.0,10.0,21.0,עבירות כלפי הרכוש,חנויות אחרות     
22361,634,דמה,דמה,2012.0,9.0,4.0,עבירות כלפי המוסר,חנויות אחרות     
22362,634,דמה,דמה,2012.0,9.0,9.0,עבירות סדר ציבורי,חנויות אחרות     
22363,634,דמה,דמה,2012.0,9.0,8.0,עבירות כלפי הרכוש,חנויות אחרות     
22367,634,דמה,דמה,2012.0,8.0,26.0,עבירות כלפי הרכוש,חנויות אחרות     
22372,634,דמה,דמה,2012.0,7.0,25.0,עבירות סדר ציבורי,חנויות אחרות     
22377,634,דמה,דמה,2012.0,7.0,18.0,עבירות כלפי הרכוש,חנויות אחרות     
22380,634,דמה,דמה,2012.0,7.0,2.0,עבירות כלפי הרכוש,חנויות אחרות     
22464,634,דמה,דמה,2012.0,9.0,19.0,עבירות כלפי הרכוש,"חנ.תכשיטים,שעונים"
22472,634,דמה,דמה,2012.0,10.0,26.0,עבירות מרמה,"חנ.תכשיטים,שעונים"
22501,634,דמה,דמה,2012.0,12.0,7.0,עבירות סדר ציבורי,"חדר מדרגות,מעליות"
22502,634,דמה,דמה,2012.0,12.0,7.0,עבירות נגד גוף,"חדר מדרגות,מעליות"
22522,634,דמה,דמה,2012.0,10.0,1.0,עבירות סדר ציבורי,"חדר מדרגות,מעליות"
22525,634,דמה,דמה,2012.0,8.0,20.0,עבירות כלפי הרכוש,"חדר מדרגות,מעליות"
22545,634,דמה,דמה,2012.0,7.0,19.0,עבירות כלפי הרכוש,"חדר מדרגות,מעליות"
22570,634,דמה,דמה,2012.0,12.0,15.0,עבירות סדר ציבורי,גן ציבורי - פארק 
22587,634,דמה,דמה,2012.0,9.0,4.0,עבירות סדר ציבורי,גן ציבורי - פארק 
22588,634,דמה,דמה,2012.0,8.0,9.0,עבירות כלפי הרכוש,גן ציבורי - פארק 
22621,634,דמה,דמה,2012.0,9.0,15.0,עבירות כלפי הרכוש,גן ציבורי - פארק 
22622,634,דמה,דמה,2012.0,9.0,4.0,עבירות סדר ציבורי,גן ציבורי - פארק 
22623,634,דמה,דמה,2012.0,9.0,4.0,עבירות כלפי המוסר,גן ציבורי - פארק 
22645,634,דמה,דמה,2012.0,11.0,10.0,עבירות כלפי הרכוש,גן ילדים         
22646,634,דמה,דמה,2012.0,7.0,17.0,עבירות נגד גוף,גן ילדים         
22660,634,דמה,דמה,2012.0,7.0,30.0,עבירות כלפי הרכוש,גג               
22664,634,דמה,דמה,2012.0,9.0,5.0,עבירות סדר ציבורי,בנק              
22696,634,דמה,דמה,2012.0,9.0,5.0,עבירות מרמה,בנק              
22706,634,דמה,דמה,2012.0,8.0,28.0,עבירות מרמה,בנק              
22707,634,דמה,דמה,2012.0,9.0,19.0,עבירות כלפי הרכוש,בנק              
22731,634,דמה,דמה,2012.0,10.0,30.0,עבירות מרמה,בנק              
22732,634,דמה,דמה,2012.0,9.0,6.0,עבירות מרמה,בנק              
22735,634,דמה,דמה,2012.0,9.0,19.0,שאר עבירות,בנק              
22738,634,דמה,דמה,2012.0,7.0,19.0,עבירות כלפי הרכוש,בנק              
22759,634,דמה,דמה,2012.0,7.0,22.0,עבירות כלפי הרכוש,בנק              
22760,634,דמה,דמה,2012.0,7.0,19.0,עבירות מרמה,בנק              
22780,634,דמה,דמה,2012.0,7.0,31.0,עבירות סדר ציבורי,בית עסק סיטונאי  
22794,634,דמה,דמה,2012.0,7.0,31.0,עבירות נגד גוף,בית עסק סיטונאי  
22856,634,דמה,דמה,2012.0,11.0,13.0,עבירות כלפי הרכוש,בית מלון         
22868,634,דמה,דמה,2012.0,11.0,13.0,עבירות כלפי הרכוש,בית מלון         
22890,634,דמה,דמה,2012.0,12.0,2.0,עבירות סדר ציבורי,בית מגורים אחר   
22892,634,דמה,דמה,2012.0,11.0,27.0,עבירות כלפי הרכוש,בית מגורים אחר   
22899,634,דמה,דמה,2012.0,9.0,9.0,עבירות כלפי הרכוש,בית מגורים אחר   
22903,634,דמה,דמה,2012.0,8.0,17.0,עבירות מין,בית מגורים אחר   
22938,634,דמה,דמה,2012.0,11.0,4.0,עבירות כלפי המוסר,בית מגורים אחר   
22942,634,דמה,דמה,2012.0,11.0,19.0,עבירות נגד גוף,בית מגורים אחר   
22946,634,דמה,דמה,2012.0,9.0,7.0,עבירות סדר ציבורי,בית מגורים אחר   
22977,634,דמה,דמה,2012.0,11.0,27.0,עבירות סדר ציבורי,בית מגורים אחר   
22984,634,דמה,דמה,2012.0,9.0,12.0,עבירות סדר ציבורי,בית מגורים אחר   
22985,634,דמה,דמה,2012.0,9.0,7.0,עבירות כלפי הרכוש,בית מגורים אחר   
22986,634,דמה,דמה,2012.0,8.0,30.0,עבירות כלפי המוסר,בית מגורים אחר   
23013,634,דמה,דמה,2012.0,11.0,27.0,עבירות כלפי המוסר,בית מגורים אחר   
23022,634,דמה,דמה,2012.0,9.0,9.0,עבירות סדר ציבורי,בית מגורים אחר   
23024,634,דמה,דמה,2012.0,9.0,2.0,עבירות סדר ציבורי,בית מגורים אחר   
23026,634,דמה,דמה,2012.0,8.0,26.0,עבירות נגד גוף,בית מגורים אחר   
23030,634,דמה,דמה,2012.0,8.0,17.0,עבירות נגד גוף,בית מגורים אחר   
23061,634,דמה,דמה,2012.0,7.0,4.0,עבירות סדר ציבורי,בית חולים        
23067,634,דמה,דמה,2012.0,7.0,4.0,עבירות כלפי המוסר,בית חולים        
23073,634,דמה,דמה,2012.0,12.0,22.0,עבירות כלפי הרכוש,בית הקרבן        
23074,634,דמה,דמה,2012.0,12.0,22.0,עבירות כלפי הרכוש,בית הקרבן        
23083,634,דמה,דמה,2012.0,11.0,19.0,עבירות כלפי הרכוש,בית הקרבן        
23093,634,דמה,דמה,2012.0,10.0,28.0,עבירות כלפי הרכוש,בית הקרבן        
23100,634,דמה,דמה,2012.0,10.0,9.0,עבירות סדר ציבורי,בית הקרבן        
23114,634,דמה,דמה,2012.0,9.0,1.0,עבירות מין,בית הקרבן        
23118,634,דמה,דמה,2012.0,8.0,21.0,עבירות כלפי הרכוש,בית הקרבן        
23134,634,דמה,דמה,2012.0,8.0,11.0,עבירות נגד גוף,בית הקרבן        
23137,634,דמה,דמה,2012.0,8.0,4.0,עבירות כלפי הרכוש,בית הקרבן        
23139,634,דמה,דמה,2012.0,8.0,3.0,עבירות נגד גוף,בית הקרבן        
23143,634,דמה,דמה,2012.0,7.0,29.0,עבירות נגד גוף,בית הקרבן        
23144,634,דמה,דמה,2012.0,7.0,29.0,עבירות נגד גוף,בית הקרבן        
23149,634,דמה,דמה,2012.0,7.0,21.0,עבירות נגד גוף,בית הקרבן        
23150,634,דמה,דמה,2012.0,7.0,16.0,עבירות כלפי הרכוש,בית הקרבן        
23154,634,דמה,דמה,2012.0,7.0,15.0,עבירות נגד גוף,בית הקרבן        
23155,634,דמה,דמה,2012.0,7.0,15.0,עבירות סדר ציבורי,בית הקרבן        
23156,634,דמה,דמה,2012.0,7.0,14.0,עבירות נגד גוף,בית הקרבן        
23160,634,דמה,דמה,2012.0,7.0,12.0,עבירות סדר ציבורי,בית הקרבן        
23164,634,דמה,דמה,2012.0,7.0,1.0,עבירות נגד גוף,בית הקרבן        
23293,634,דמה,דמה,2012.0,12.0,31.0,עבירות סדר ציבורי,בית הקרבן        
23294,634,דמה,דמה,2012.0,12.0,31.0,עבירות סדר ציבורי,בית הקרבן        
23295,634,דמה,דמה,2012.0,12.0,31.0,עבירות כלפי הרכוש,בית הקרבן        
23301,634,דמה,דמה,2012.0,12.0,22.0,עבירות כלפי הרכוש,בית הקרבן        
23302,634,דמה,דמה,2012.0,12.0,21.0,עבירות נגד גוף,בית הקרבן        
23309,634,דמה,דמה,2012.0,11.0,9.0,עבירות סדר ציבורי,בית הקרבן        
23317,634,דמה,דמה,2012.0,11.0,3.0,עבירות נגד גוף,בית הקרבן        
23318,634,דמה,דמה,2012.0,11.0,3.0,עבירות כלפי הרכוש,בית הקרבן        
23348,634,דמה,דמה,2012.0,9.0,4.0,עבירות סדר ציבורי,בית הקרבן        
23351,634,דמה,דמה,2012.0,8.0,30.0,עבירות כלפי הרכוש,בית הקרבן        
23356,634,דמה,דמה,2012.0,8.0,24.0,עבירות סדר ציבורי,בית הקרבן        
23357,634,דמה,דמה,2012.0,8.0,20.0,עבירות סדר ציבורי,בית הקרבן        
23376,634,דמה,דמה,2012.0,8.0,11.0,עבירות כלפי הרכוש,בית הקרבן        
23386,634,דמה,דמה,2012.0,7.0,27.0,עבירות סדר ציבורי,בית הקרבן        
23396,634,דמה,דמה,2012.0,7.0,19.0,עבירות נגד גוף,בית הקרבן        
23397,634,דמה,דמה,2012.0,7.0,17.0,עבירות כלפי הרכוש,בית הקרבן        
23398,634,דמה,דמה,2012.0,7.0,15.0,עבירות כלפי הרכוש,בית הקרבן        
23399,634,דמה,דמה,2012.0,7.0,15.0,עבירות סדר ציבורי,בית הקרבן        
23400,634,דמה,דמה,2012.0,7.0,15.0,עבירות נגד גוף,בית הקרבן        
23401,634,דמה,דמה,2012.0,7.0,14.0,עבירות נגד גוף,בית הקרבן        
23406,634,דמה,דמה,2012.0,7.0,7.0,עבירות נגד גוף,בית הקרבן        
23524,634,דמה,דמה,2012.0,12.0,31.0,עבירות נגד גוף,בית הקרבן        
23525,634,דמה,דמה,2012.0,12.0,31.0,עבירות סדר ציבורי,בית הקרבן        
23528,634,דמה,דמה,2012.0,12.0,23.0,עבירות נגד גוף,בית הקרבן        
23529,634,דמה,דמה,2012.0,12.0,21.0,עבירות כלפי הרכוש,בית הקרבן        
23532,634,דמה,דמה,2012.0,11.0,15.0,עבירות מרמה,בית הקרבן        
23533,634,דמה,דמה,2012.0,11.0,27.0,עבירות סדר ציבורי,בית הקרבן        
23535,634,דמה,דמה,2012.0,11.0,19.0,עבירות סדר ציבורי,בית הקרבן        
23539,634,דמה,דמה,2012.0,11.0,9.0,עבירות נגד גוף,בית הקרבן        
23540,634,דמה,דמה,2012.0,11.0,13.0,עבירות סדר ציבורי,בית הקרבן        
23543,634,דמה,דמה,2012.0,11.0,4.0,עבירות כלפי הרכוש,בית הקרבן        
23544,634,דמה,דמה,2012.0,10.0,31.0,עבירות סדר ציבורי,בית הקרבן        
23545,634,דמה,דמה,2012.0,10.0,30.0,עבירות כלפי הרכוש,בית הקרבן        
23556,634,דמה,דמה,2012.0,10.0,13.0,עבירות כלפי הרכוש,בית הקרבן        
23560,634,דמה,דמה,2012.0,10.0,5.0,עבירות כלפי הרכוש,בית הקרבן        
23567,634,דמה,דמה,2012.0,9.0,24.0,עבירות כלפי הרכוש,בית הקרבן        
23572,634,דמה,דמה,2012.0,9.0,22.0,עבירות סדר ציבורי,בית הקרבן        
23574,634,דמה,דמה,2012.0,8.0,13.0,עבירות כלפי הרכוש,בית הקרבן        
23581,634,דמה,דמה,2012.0,9.0,1.0,עבירות נגד גוף,בית הקרבן        
23584,634,דמה,דמה,2012.0,8.0,24.0,עבירות נגד גוף,בית הקרבן        
23585,634,דמה,דמה,2012.0,8.0,21.0,עבירות כלפי הרכוש,בית הקרבן        
23597,634,דמה,דמה,2012.0,7.0,25.0,עבירות סדר ציבורי,בית הקרבן        
23599,634,דמה,דמה,2012.0,7.0,19.0,עבירות נגד גוף,בית הקרבן        
23603,634,דמה,דמה,2012.0,7.0,16.0,עבירות סדר ציבורי,בית הקרבן        
23607,634,דמה,דמה,2012.0,7.0,15.0,עבירות סדר ציבורי,בית הקרבן        
23608,634,דמה,דמה,2012.0,7.0,14.0,עבירות סדר ציבורי,בית הקרבן        
23704,634,דמה,דמה,2012.0,12.0,27.0,עבירות נגד גוף,בית הקרבן        
23711,634,דמה,דמה,2012.0,12.0,31.0,עבירות כלפי הרכוש,בית הקרבן        
23712,634,דמה,דמה,2012.0,12.0,31.0,עבירות כלפי הרכוש,בית הקרבן        
23717,634,דמה,דמה,2012.0,12.0,21.0,עבירות סדר ציבורי,בית הקרבן        
23729,634,דמה,דמה,2012.0,11.0,18.0,עבירות כלפי הרכוש,בית הקרבן        
23733,634,דמה,דמה,2012.0,11.0,9.0,עבירות מין,בית הקרבן        
23737,634,דמה,דמה,2012.0,11.0,3.0,עבירות סדר ציבורי,בית הקרבן        
23738,634,דמה,דמה,2012.0,11.0,3.0,עבירות סדר ציבורי,בית הקרבן        
23751,634,דמה,דמה,2012.0,9.0,24.0,עבירות כלפי הרכוש,בית הקרבן        
23756,634,דמה,דמה,2012.0,9.0,22.0,עבירות סדר ציבורי,בית הקרבן        
23766,634,דמה,דמה,2012.0,9.0,11.0,עבירות סדר ציבורי,בית הקרבן        
23768,634,דמה,דמה,2012.0,9.0,1.0,עבירות סדר ציבורי,בית הקרבן        
23781,634,דמה,דמה,2012.0,8.0,11.0,עבירות סדר ציבורי,בית הקרבן        
23792,634,דמה,דמה,2012.0,7.0,17.0,עבירות סדר ציבורי,בית הקרבן        
23804,634,דמה,דמה,2012.0,7.0,7.0,עבירות סדר ציבורי,בית הקרבן        
23928,634,דמה,דמה,2012.0,12.0,26.0,עבירות כלפי המוסר,בית המבצע        
23931,634,דמה,דמה,2012.0,11.0,27.0,עבירות כלפי המוסר,בית המבצע        
23946,634,דמה,דמה,2012.0,9.0,30.0,עבירות כלפי המוסר,בית המבצע        
23961,634,דמה,דמה,2012.0,7.0,20.0,עבירות נגד גוף,בית המבצע        
23962,634,דמה,דמה,2012.0,7.0,20.0,עבירות מין,בית המבצע        
23969,634,דמה,דמה,2012.0,11.0,4.0,עבירות כלפי הרכוש,בית המבצע        
23970,634,דמה,דמה,2012.0,11.0,4.0,עבירות כלפי הרכוש,בית המבצע        
24012,634,דמה,דמה,2012.0,11.0,27.0,עבירות סדר ציבורי,בית המבצע        
24027,634,דמה,דמה,2012.0,9.0,7.0,עבירות סדר ציבורי,בית המבצע        
24037,634,דמה,דמה,2012.0,8.0,21.0,עבירות כלפי המוסר,בית המבצע        
24087,634,דמה,דמה,2012.0,12.0,26.0,עבירות סדר ציבורי,בית המבצע        
24088,634,דמה,דמה,2012.0,12.0,23.0,עבירות סדר ציבורי,בית המבצע        
24101,634,דמה,דמה,2012.0,11.0,4.0,עבירות כלפי המוסר,בית המבצע        
24102,634,דמה,דמה,2012.0,11.0,4.0,עבירות כלפי הרכוש,בית המבצע        
24103,634,דמה,דמה,2012.0,11.0,4.0,עבירות כלפי הרכוש,בית המבצע        
24117,634,דמה,דמה,2012.0,9.0,7.0,עבירות כלפי הרכוש,בית המבצע        
24118,634,דמה,דמה,2012.0,9.0,6.0,עבירות סדר ציבורי,בית המבצע        
24124,634,דמה,דמה,2012.0,8.0,7.0,עבירות כלפי המוסר,בית המבצע        
24131,634,דמה,דמה,2012.0,7.0,29.0,עבירות סדר ציבורי,בית המבצע        
24133,634,דמה,דמה,2012.0,7.0,29.0,עבירות כלפי המוסר,בית המבצע        
24135,634,דמה,דמה,2012.0,7.0,20.0,עבירות סדר ציבורי,בית המבצע        
24184,634,דמה,דמה,2012.0,12.0,26.0,עבירות כלפי המוסר,בית המבצע        
24185,634,דמה,דמה,2012.0,12.0,23.0,עבירות נגד גוף,בית המבצע        
24186,634,דמה,דמה,2012.0,12.0,5.0,עבירות כלפי המוסר,בית המבצע        
24188,634,דמה,דמה,2012.0,11.0,27.0,עבירות כלפי הרכוש,בית המבצע        
24192,634,דמה,דמה,2012.0,11.0,4.0,עבירות כלפי המוסר,בית המבצע        
24193,634,דמה,דמה,2012.0,11.0,4.0,עבירות כלפי המוסר,בית המבצע        
24205,634,דמה,דמה,2012.0,9.0,21.0,עבירות סדר ציבורי,בית המבצע        
24207,634,דמה,דמה,2012.0,9.0,14.0,עבירות נגד גוף,בית המבצע        
24214,634,דמה,דמה,2012.0,8.0,21.0,עבירות סדר ציבורי,בית המבצע        
24215,634,דמה,דמה,2012.0,8.0,21.0,עבירות נגד גוף,בית המבצע        
24219,634,דמה,דמה,2012.0,8.0,17.0,עבירות נגד גוף,בית המבצע        
24223,634,דמה,דמה,2012.0,7.0,22.0,עבירות כלפי הרכוש,בית המבצע        
24273,634,דמה,דמה,2012.0,10.0,10.0,עבירות נגד גוף,בית אבות         
24274,634,דמה,דמה,2012.0,10.0,10.0,עבירות כלפי הרכוש,בית אבות         
24317,634,דמה,דמה,2012.0,12.0,30.0,עבירות סדר ציבורי,בית-קפה/מסעדה    
24327,634,דמה,דמה,2012.0,10.0,25.0,עבירות סדר ציבורי,בית-ספר יסודי    
24341,634,דמה,דמה,2012.0,10.0,2.0,עבירות כלפי הרכוש,אתר בניה         
24350,634,דמה,דמה,2012.0,12.0,2.0,עבירות כלפי המוסר,אכסניה           
24359,634,דמה,דמה,2012.0,11.0,26.0,עבירות כלפי הרכוש,"אחר,שלא פורט לעיל"
24367,634,דמה,דמה,2012.0,10.0,9.0,עבירות כלפי הרכוש,"אחר,שלא פורט לעיל"
24369,634,דמה,דמה,2012.0,8.0,16.0,עבירות נגד גוף,"אחר,שלא פורט לעיל"
24371,634,דמה,דמה,2012.0,8.0,23.0,עבירות כלפי הרכוש,"אחר,שלא פורט לעיל"
24372,634,דמה,דמה,2012.0,8.0,22.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
24403,634,דמה,דמה,2012.0,11.0,23.0,עבירות כלפי המוסר,"אחר,שלא פורט לעיל"
24406,634,דמה,דמה,2012.0,11.0,2.0,עבירות כלפי הרכוש,"אחר,שלא פורט לעיל"
24408,634,דמה,דמה,2012.0,10.0,25.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
24444,634,דמה,דמה,2012.0,12.0,28.0,עבירות כלפי המוסר,"אחר,שלא פורט לעיל"
24445,634,דמה,דמה,2012.0,12.0,14.0,עבירות כלפי הרכוש,"אחר,שלא פורט לעיל"
24462,634,דמה,דמה,2012.0,9.0,15.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
24465,634,דמה,דמה,2012.0,8.0,22.0,עבירות כלפי הרכוש,"אחר,שלא פורט לעיל"
24467,634,דמה,דמה,2012.0,8.0,14.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
24469,634,דמה,דמה,2012.0,8.0,1.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
24472,634,דמה,דמה,2012.0,7.0,26.0,עבירות כלפי המוסר,"אחר,שלא פורט לעיל"
24510,634,דמה,דמה,2012.0,11.0,20.0,עבירות כלפי המוסר,"אחר,שלא פורט לעיל"
24511,634,דמה,דמה,2012.0,11.0,18.0,עבירות סדר ציבורי,"אחר,שלא פורט לעיל"
24513,634,דמה,דמה,2012.0,10.0,20.0,עבירות נגד גוף,"אחר,שלא פורט לעיל"
24519,634,דמה,דמה,2012.0,9.0,7.0,עבירות נגד גוף,"אחר,שלא פורט לעיל"
24521,634,דמה,דמה,2012.0,8.0,22.0,עבירות כלפי הרכוש,"אחר,שלא פורט לעיל"
24527,634,דמה,דמה,2012.0,7.0,26.0,עבירות נגד גוף,"אחר,שלא פורט לעיל"
24528,634,דמה,דמה,2012.0,7.0,26.0,עבירות כלפי הרכוש,"אחר,שלא פורט לעיל"
24586,634,דמה,דמה,2012.0,7.0,25.0,עבירות כלפי הרכוש,אוטובוס          
24619,641,דמה,דמה,2012.0,11.0,8.0,עבירות כלפי הרכוש,תחנת אוטובוס     
24621,641,דמה,דמה,2012.0,7.0,18.0,עבירות כלפי הרכוש,תחנת אוטובוס     
24650,641,דמה,דמה,2012.0,12.0,18.0,עבירות נגד גוף,רחוב             
24652,641,דמה,דמה,2012.0,12.0,11.0,עבירות כלפי המוסר,רחוב             
24654,641,דמה,דמה,2012.0,12.0,10.0,עבירות נגד גוף,רחוב             
24656,641,דמה,דמה,2012.0,12.0,9.0,עבירות נגד גוף,רחוב             
24669,641,דמה,דמה,2012.0,11.0,17.0,עבירות נגד גוף,רחוב             
24677,641,דמה,דמה,2012.0,11.0,5.0,עבירות כלפי המוסר,רחוב             
24678,641,דמה,דמה,2012.0,11.0,5.0,עבירות מין,רחוב             
24683,641,דמה,דמה,2012.0,10.0,25.0,עבירות נגד גוף,רחוב             
24688,641,דמה,דמה,2012.0,10.0,10.0,עבירות סדר ציבורי,רחוב             
24689,641,דמה,דמה,2012.0,10.0,10.0,עבירות סדר ציבורי,רחוב             
24690,641,דמה,דמה,2012.0,10.0,9.0,עבירות סדר ציבורי,רחוב             
24691,641,דמה,דמה,2012.0,10.0,1.0,עבירות כלפי המוסר,רחוב             
24692,641,דמה,דמה,2012.0,9.0,30.0,עבירות סדר ציבורי,רחוב             
24694,641,דמה,דמה,2012.0,9.0,25.0,עבירות נגד גוף,רחוב             
24695,641,דמה,דמה,2012.0,9.0,24.0,עבירות כלפי הרכוש,רחוב             
24696,641,דמה,דמה,2012.0,9.0,24.0,עבירות מרמה,רחוב             
24699,641,דמה,דמה,2012.0,9.0,19.0,עבירות סדר ציבורי,רחוב             
24708,641,דמה,דמה,2012.0,9.0,3.0,עבירות כלפי המוסר,רחוב             
24723,641,דמה,דמה,2012.0,8.0,10.0,עבירות סדר ציבורי,רחוב             
24733,641,דמה,דמה,2012.0,7.0,11.0,עבירות כלפי הרכוש,רחוב             
24738,641,דמה,דמה,2012.0,7.0,4.0,עבירות כלפי המוסר,רחוב             
24845,641,דמה,דמה,2012.0,12.0,28.0,עבירות סדר ציבורי,רחוב             
24846,641,דמה,דמה,2012.0,12.0,28.0,עבירות רשוי,רחוב             
24847,641,דמה,דמה,2012.0,12.0,24.0,עבירות סדר ציבורי,רחוב             
24848,641,דמה,דמה,2012.0,12.0,11.0,עבירות כלפי המוסר,רחוב             
24851,641,דמה,דמה,2012.0,11.0,29.0,עבירות כלפי הרכוש,רחוב             
24863,641,דמה,דמה,2012.0,11.0,18.0,עבירות כלפי המוסר,רחוב             
24869,641,דמה,דמה,2012.0,11.0,5.0,עבירות סדר ציבורי,רחוב             
24870,641,דמה,דמה,2012.0,11.0,5.0,עבירות כלפי הרכוש,רחוב             
24874,641,דמה,דמה,2012.0,10.0,28.0,עבירות כלפי המוסר,רחוב             
24884,641,דמה,דמה,2012.0,10.0,11.0,עבירות סדר ציבורי,רחוב             
24893,641,דמה,דמה,2012.0,9.0,30.0,עבירות כלפי הרכוש,רחוב             
24898,641,דמה,דמה,2012.0,9.0,14.0,עבירות כלפי הרכוש,רחוב             
24902,641,דמה,דמה,2012.0,9.0,11.0,עבירות כלפי הרכוש,רחוב             
24911,641,דמה,דמה,2012.0,8.0,30.0,עבירות כלפי הרכוש,רחוב             
24928,641,דמה,דמה,2012.0,7.0,23.0,עבירות כלפי הרכוש,רחוב             
24942,641,דמה,דמה,2012.0,7.0,9.0,עבירות סדר ציבורי,רחוב             
25003,641,דמה,דמה,2012.0,12.0,24.0,עבירות נגד גוף,רחוב             
25007,641,דמה,דמה,2012.0,12.0,15.0,עבירות נגד גוף,רחוב             
25014,641,דמה,דמה,2012.0,11.0,30.0,עבירות כלפי הרכוש,רחוב             
25027,641,דמה,דמה,2012.0,11.0,5.0,עבירות נגד גוף,רחוב             
25032,641,דמה,דמה,2012.0,10.0,28.0,עבירות כלפי המוסר,רחוב             
25035,641,דמה,דמה,2012.0,10.0,21.0,עבירות כלפי המוסר,רחוב             
25038,641,דמה,דמה,2012.0,10.0,11.0,עבירות סדר ציבורי,רחוב             
25039,641,דמה,דמה,2012.0,10.0,11.0,עבירות סדר ציבורי,רחוב             
